Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2745,Honey,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2745,Honey,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2745,Honey,2013,2013,1000 tonnes,7,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2546,Beans,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2546,Beans,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2546,Beans,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2546,Beans,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2549,"Pulses, Other and products",2013,2013,1000 tonnes,261,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,293,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2551,Nuts and products,2013,2013,1000 tonnes,106,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2551,Nuts and products,2013,2013,1000 tonnes,7,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2551,Nuts and products,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2551,Nuts and products,2013,2013,1000 tonnes,109,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2555,Soyabeans,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,63,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,64,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2563,Olives (including preserved),2013,2013,1000 tonnes,1182,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,73,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,1095,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2578,Coconut Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2580,Olive Oil,2013,2013,1000 tonnes,123,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2580,Olive Oil,2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2580,Olive Oil,2013,2013,1000 tonnes,14,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2580,Olive Oil,2013,2013,1000 tonnes,134,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2601,Tomatoes and products,2013,2013,1000 tonnes,1293,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,48,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,460,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,882,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2602,Onions,2013,2013,1000 tonnes,930,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2602,Onions,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2602,Onions,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2602,Onions,2013,2013,1000 tonnes,926,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2605,"Vegetables, Other",2013,2013,1000 tonnes,3437,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,24,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,449,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,3012,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,28,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,436,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,8,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,434,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2625,"Fruits, Other",2013,2013,1000 tonnes,721,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,26,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,68,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,679,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2640,Pepper,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2640,Pepper,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2640,Pepper,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2641,Pimento,2013,2013,1000 tonnes,27,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2641,Pimento,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2641,Pimento,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2641,Pimento,2013,2013,1000 tonnes,25,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2645,"Spices, Other",2013,2013,1000 tonnes,35,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2645,"Spices, Other",2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2645,"Spices, Other",2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2645,"Spices, Other",2013,2013,1000 tonnes,38,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2655,Wine,2013,2013,1000 tonnes,37,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2655,Wine,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2655,Wine,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2655,Wine,2013,2013,1000 tonnes,43,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2731,Bovine Meat,2013,2013,1000 tonnes,254,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,12,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2731,Bovine Meat,2013,2013,1000 tonnes,265,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,144,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,144,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2733,Pigmeat,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2733,Pigmeat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2733,Pigmeat,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2733,Pigmeat,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2734,Poultry Meat,2013,2013,1000 tonnes,684,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2734,Poultry Meat,2013,2013,1000 tonnes,686,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2740,"Butter, Ghee",2013,2013,1000 tonnes,35,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,33,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,67,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2743,Cream,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2743,Cream,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2743,Cream,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2744,Eggs,2013,2013,1000 tonnes,278,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2744,Eggs,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2744,Eggs,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2744,Eggs,2013,2013,1000 tonnes,277,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,2410,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,178,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,90,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,2498,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2761,Freshwater Fish,2013,2013,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,20,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2762,Demersal Fish,2013,2013,1000 tonnes,61,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2762,Demersal Fish,2013,2013,1000 tonnes,60,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2763,Pelagic Fish,2013,2013,1000 tonnes,1027,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,588,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,455,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5511,Production,2765,Crustaceans,2013,2013,1000 tonnes,9,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5611,Import Quantity,2765,Crustaceans,2013,2013,1000 tonnes,33,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5911,Export Quantity,2765,Crustaceans,2013,2013,1000 tonnes,24,S,Standardized data
FBS,Food Balance Sheets,143,Morocco,5301,Domestic supply quantity,2765,Crustaceans,2013,2013,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2511,Wheat and products,2013,2013,1000 tonnes,2803,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2511,Wheat and products,2013,2013,1000 tonnes,34,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2511,Wheat and products,2013,2013,1000 tonnes,2769,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,12299,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,426,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,13050,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2514,Maize and products,2013,2013,1000 tonnes,7377,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2514,Maize and products,2013,2013,1000 tonnes,369,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2514,Maize and products,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2514,Maize and products,2013,2013,1000 tonnes,7745,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,8,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,8,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2531,Potatoes and products,2013,2013,1000 tonnes,118,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,193,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2531,Potatoes and products,2013,2013,1000 tonnes,307,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2534,"Roots, Other",2013,2013,1000 tonnes,126,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2534,"Roots, Other",2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2534,"Roots, Other",2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2534,"Roots, Other",2013,2013,1000 tonnes,131,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2745,Honey,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2745,Honey,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2745,Honey,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2546,Beans,2013,2013,1000 tonnes,32,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2546,Beans,2013,2013,1000 tonnes,43,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2546,Beans,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2546,Beans,2013,2013,1000 tonnes,75,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2549,"Pulses, Other and products",2013,2013,1000 tonnes,36,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,39,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2551,Nuts and products,2013,2013,1000 tonnes,155,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2551,Nuts and products,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2551,Nuts and products,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2551,Nuts and products,2013,2013,1000 tonnes,160,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2555,Soyabeans,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,29,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,29,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,15353,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,152,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,583,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,14922,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2578,Coconut Oil,2013,2013,1000 tonnes,1209,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,1082,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2578,Coconut Oil,2013,2013,1000 tonnes,372,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2580,Olive Oil,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2580,Olive Oil,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2601,Tomatoes and products,2013,2013,1000 tonnes,208,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,99,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,306,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2602,Onions,2013,2013,1000 tonnes,134,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2602,Onions,2013,2013,1000 tonnes,9,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2602,Onions,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2602,Onions,2013,2013,1000 tonnes,139,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2605,"Vegetables, Other",2013,2013,1000 tonnes,6030,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,95,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,6112,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,38,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,38,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2625,"Fruits, Other",2013,2013,1000 tonnes,4568,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,79,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5911,Export Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,333,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5301,Domestic supply quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,4314,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5511,Production,2640,Pepper,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,171,Philippines,5611,Import Quantity,2640,Pepper,2013,2013,1000 tonnes,3,S,Standardized data
