Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2514,Maize and products,2013,2013,1000 tonnes,781,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2520,"Cereals, Other",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,27,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,12,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,14,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2531,Potatoes and products,2013,2013,1000 tonnes,410,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,283,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2531,Potatoes and products,2013,2013,1000 tonnes,643,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2534,"Roots, Other",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2534,"Roots, Other",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2534,"Roots, Other",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2745,Honey,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2745,Honey,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2745,Honey,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2745,Honey,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2546,Beans,2013,2013,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2546,Beans,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2546,Beans,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2546,Beans,2013,2013,1000 tonnes,19,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2551,Nuts and products,2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2551,Nuts and products,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2551,Nuts and products,2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,19,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2578,Coconut Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2578,Coconut Oil,2013,2013,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2580,Olive Oil,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2580,Olive Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2580,Olive Oil,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2601,Tomatoes and products,2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,59,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,62,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2602,Onions,2013,2013,1000 tonnes,5,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2602,Onions,2013,2013,1000 tonnes,35,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2602,Onions,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2602,Onions,2013,2013,1000 tonnes,39,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2605,"Vegetables, Other",2013,2013,1000 tonnes,224,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,229,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,49,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,405,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,9,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,9,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,35,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2620,Grapes and products (excl wine),2013,2013,1000 tonnes,34,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2625,"Fruits, Other",2013,2013,1000 tonnes,8,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,95,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,13,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2625,"Fruits, Other",2013,2013,1000 tonnes,91,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2640,Pepper,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2640,Pepper,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2640,Pepper,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2641,Pimento,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2641,Pimento,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2641,Pimento,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2645,"Spices, Other",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2645,"Spices, Other",2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2645,"Spices, Other",2013,2013,1000 tonnes,2,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2655,Wine,2013,2013,1000 tonnes,77,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2655,Wine,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2655,Wine,2013,2013,1000 tonnes,76,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2731,Bovine Meat,2013,2013,1000 tonnes,518,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,49,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2731,Bovine Meat,2013,2013,1000 tonnes,474,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2731,Bovine Meat,2013,2013,1000 tonnes,92,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,57,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,43,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2732,Mutton & Goat Meat,2013,2013,1000 tonnes,19,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2733,Pigmeat,2013,2013,1000 tonnes,239,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2733,Pigmeat,2013,2013,1000 tonnes,115,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2733,Pigmeat,2013,2013,1000 tonnes,199,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2733,Pigmeat,2013,2013,1000 tonnes,150,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2734,Poultry Meat,2013,2013,1000 tonnes,103,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,80,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2734,Poultry Meat,2013,2013,1000 tonnes,53,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2734,Poultry Meat,2013,2013,1000 tonnes,130,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2740,"Butter, Ghee",2013,2013,1000 tonnes,152,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,180,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2740,"Butter, Ghee",2013,2013,1000 tonnes,-5,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2743,Cream,2013,2013,1000 tonnes,22,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2743,Cream,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2743,Cream,2013,2013,1000 tonnes,4,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2743,Cream,2013,2013,1000 tonnes,25,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2744,Eggs,2013,2013,1000 tonnes,47,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2744,Eggs,2013,2013,1000 tonnes,11,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2744,Eggs,2013,2013,1000 tonnes,7,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2744,Eggs,2013,2013,1000 tonnes,51,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,5584,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,1314,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,4132,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2848,Milk - Excluding Butter,2013,2013,1000 tonnes,2766,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2761,Freshwater Fish,2013,2013,1000 tonnes,17,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,9,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,20,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2761,Freshwater Fish,2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2762,Demersal Fish,2013,2013,1000 tonnes,121,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,55,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2762,Demersal Fish,2013,2013,1000 tonnes,88,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2762,Demersal Fish,2013,2013,1000 tonnes,88,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2763,Pelagic Fish,2013,2013,1000 tonnes,167,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,36,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,104,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2763,Pelagic Fish,2013,2013,1000 tonnes,99,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5511,Production,2765,Crustaceans,2013,2013,1000 tonnes,17,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5611,Import Quantity,2765,Crustaceans,2013,2013,1000 tonnes,11,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5911,Export Quantity,2765,Crustaceans,2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,104,Ireland,5301,Domestic supply quantity,2765,Crustaceans,2013,2013,1000 tonnes,14,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2511,Wheat and products,2013,2013,1000 tonnes,7312,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2511,Wheat and products,2013,2013,1000 tonnes,6324,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2511,Wheat and products,2013,2013,1000 tonnes,3640,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2511,Wheat and products,2013,2013,1000 tonnes,11050,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,956,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,106,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,716,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2805,Rice (Milled Equivalent),2013,2013,1000 tonnes,429,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2514,Maize and products,2013,2013,1000 tonnes,7900,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2514,Maize and products,2013,2013,1000 tonnes,4089,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2514,Maize and products,2013,2013,1000 tonnes,323,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2514,Maize and products,2013,2013,1000 tonnes,11801,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2520,"Cereals, Other",2013,2013,1000 tonnes,116,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,103,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,28,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2520,"Cereals, Other",2013,2013,1000 tonnes,191,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2531,Potatoes and products,2013,2013,1000 tonnes,1272,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,1563,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2531,Potatoes and products,2013,2013,1000 tonnes,165,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2531,Potatoes and products,2013,2013,1000 tonnes,2792,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2534,"Roots, Other",2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2534,"Roots, Other",2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2534,"Roots, Other",2013,2013,1000 tonnes,6,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2745,Honey,2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2745,Honey,2013,2013,1000 tonnes,18,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2745,Honey,2013,2013,1000 tonnes,12,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2745,Honey,2013,2013,1000 tonnes,16,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2546,Beans,2013,2013,1000 tonnes,12,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2546,Beans,2013,2013,1000 tonnes,123,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2546,Beans,2013,2013,1000 tonnes,7,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2546,Beans,2013,2013,1000 tonnes,128,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2549,"Pulses, Other and products",2013,2013,1000 tonnes,112,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,83,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,7,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2549,"Pulses, Other and products",2013,2013,1000 tonnes,189,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2551,Nuts and products,2013,2013,1000 tonnes,251,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2551,Nuts and products,2013,2013,1000 tonnes,345,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2551,Nuts and products,2013,2013,1000 tonnes,146,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2551,Nuts and products,2013,2013,1000 tonnes,451,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2555,Soyabeans,2013,2013,1000 tonnes,624,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2555,Soyabeans,2013,2013,1000 tonnes,1434,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2555,Soyabeans,2013,2013,1000 tonnes,239,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2555,Soyabeans,2013,2013,1000 tonnes,1790,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,21,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,1,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2560,Coconuts - Incl Copra,2013,2013,1000 tonnes,20,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2561,Sesame seed,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2561,Sesame seed,2013,2013,1000 tonnes,7,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2561,Sesame seed,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2561,Sesame seed,2013,2013,1000 tonnes,10,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2563,Olives (including preserved),2013,2013,1000 tonnes,2941,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,81,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,26,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2563,Olives (including preserved),2013,2013,1000 tonnes,3080,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2578,Coconut Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,80,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2578,Coconut Oil,2013,2013,1000 tonnes,15,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2578,Coconut Oil,2013,2013,1000 tonnes,65,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2579,Sesameseed Oil,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,0,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2579,Sesameseed Oil,2013,2013,1000 tonnes,3,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2580,Olive Oil,2013,2013,1000 tonnes,503,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2580,Olive Oil,2013,2013,1000 tonnes,481,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2580,Olive Oil,2013,2013,1000 tonnes,385,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2580,Olive Oil,2013,2013,1000 tonnes,655,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2601,Tomatoes and products,2013,2013,1000 tonnes,5321,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,715,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,4313,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2601,Tomatoes and products,2013,2013,1000 tonnes,1789,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2602,Onions,2013,2013,1000 tonnes,351,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2602,Onions,2013,2013,1000 tonnes,81,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2602,Onions,2013,2013,1000 tonnes,39,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2602,Onions,2013,2013,1000 tonnes,393,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2605,"Vegetables, Other",2013,2013,1000 tonnes,7857,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,1061,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,1525,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5301,Domestic supply quantity,2605,"Vegetables, Other",2013,2013,1000 tonnes,7393,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5511,Production,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,327,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5611,Import Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,101,S,Standardized data
FBS,Food Balance Sheets,106,Italy,5911,Export Quantity,2612,"Lemons, Limes and products",2013,2013,1000 tonnes,73,S,Standardized data
